model,is_poison,epoch,lr,acc
Target_ResNet_18,False,1999,0.31766867370605467,89.31
Local_ResNet_18,True,2000,7.593528381347657,0%
Local_ResNet_18,False,2000,0.3176686828613281,89.31
Local_ResNet_18,False,2000,0.8463650634765625,73.47
Local_ResNet_18,True,1,2.167239387512207,76%
Local_ResNet_18,False,2000,0.7863092529296875,73.99
Local_ResNet_18,True,2,2.075971061706543,80%
Local_ResNet_18,False,2000,0.7310048828125,77.19
Local_ResNet_18,True,3,3.737856491088867,49%
Local_ResNet_18,False,2000,0.4439911285400391,85.38
Local_ResNet_18,True,4,1.7327869834899903,80%
Local_ResNet_18,False,2000,0.41919325561523435,86.15
Local_ResNet_18,True,5,2.143266098022461,78%
Local_ResNet_18,False,2000,0.4092141357421875,86.77
Local_ResNet_18,True,6,2.2780217361450195,74%
Local_ResNet_18,False,2000,0.41460115966796873,86.81
Local_ResNet_18,True,7,1.8115680351257324,79%
Local_ResNet_18,False,2000,0.4154863311767578,86.83
Local_ResNet_18,True,8,2.247923698425293,76%
Local_ResNet_18,False,2000,0.41567069091796877,87.05000000000001
Local_ResNet_18,True,9,2.4707644271850584,75%
Local_ResNet_18,False,2000,0.41655654296875,87.28
Local_ResNet_18,True,10,1.8869615859985351,78%
Local_ResNet_18,False,2000,0.4176077880859375,87.11
Local_ResNet_18,True,11,2.14368856048584,75%
Local_ResNet_18,False,2000,0.4200993438720703,87.45
Local_ResNet_18,True,12,1.6811391143798828,78%
Local_ResNet_18,False,2000,0.4120115234375,87.63
Local_ResNet_18,True,13,1.7127748260498046,77%
Local_ResNet_18,False,2000,0.40877735595703124,87.82
Local_ResNet_18,True,14,1.6347052726745606,78%
Local_ResNet_18,False,2000,0.41273833312988284,87.64
Local_ResNet_18,True,15,1.8996649360656739,76%
Target_ResNet_18,True,2000,1.8844254188537597,74%
Target_ResNet_18,False,2000,0.41571375122070314,87.55
Target_ResNet_18,True,2001,2.782174102783203,52%
Target_ResNet_18,False,2001,0.41405218811035155,87.37
Target_ResNet_18,True,2002,3.209259262084961,45%
Target_ResNet_18,False,2002,0.40489004211425783,87.35000000000001
Target_ResNet_18,True,2003,3.7017657623291016,41%
Target_ResNet_18,False,2003,0.4041077117919922,87.4
Target_ResNet_18,True,2004,3.833134033203125,35%
Target_ResNet_18,False,2004,0.4042810272216797,87.37
Target_ResNet_18,True,2005,4.202544586181641,30%
Target_ResNet_18,False,2005,0.40830721130371095,87.22999999999999
Target_ResNet_18,True,2006,4.1409964141845705,26%
Target_ResNet_18,False,2006,0.4119790924072266,87.08
Target_ResNet_18,True,2007,4.270572692871093,20%
Target_ResNet_18,False,2007,0.403152099609375,87.12
Target_ResNet_18,True,2008,4.136841796875,22%
Target_ResNet_18,False,2008,0.3992146545410156,87.25
Target_ResNet_18,True,2009,4.19191845703125,24%
Target_ResNet_18,False,2009,0.3928635986328125,87.5
Target_ResNet_18,True,2010,3.6924455718994142,31%
Target_ResNet_18,False,2010,0.39546358337402343,87.31
Target_ResNet_18,True,2011,3.8433736572265627,26%
Target_ResNet_18,False,2011,0.38762506103515626,87.5
Target_ResNet_18,True,2012,4.0676757507324215,25%
Target_ResNet_18,False,2012,0.3861364013671875,87.51
Target_ResNet_18,True,2013,4.1992396545410156,28%
Target_ResNet_18,False,2013,0.38250087890625,87.55
Target_ResNet_18,True,2014,3.8428725128173826,31%
Target_ResNet_18,False,2014,0.3802341491699219,87.6
Target_ResNet_18,True,2015,4.364602142333984,24%
Target_ResNet_18,False,2015,0.37803319396972657,87.59
Target_ResNet_18,True,2016,4.23185336303711,20%
Target_ResNet_18,False,2016,0.37877756958007813,87.59
Target_ResNet_18,True,2017,3.907485092163086,23%
Target_ResNet_18,False,2017,0.3770209503173828,87.53
Target_ResNet_18,True,2018,3.8584314880371093,30%
Target_ResNet_18,False,2018,0.36769349975585935,87.71
Target_ResNet_18,True,2019,3.924906967163086,28%
Target_ResNet_18,False,2019,0.3650309783935547,87.74
Target_ResNet_18,True,2020,3.829080078125,30%
Target_ResNet_18,False,2020,0.37219939880371095,87.61
Target_ResNet_18,True,2021,3.7867759552001954,30%
Target_ResNet_18,False,2021,0.3701101318359375,87.68
Target_ResNet_18,True,2022,3.5883242797851564,33%
Target_ResNet_18,False,2022,0.3650642852783203,87.69
Target_ResNet_18,True,2023,3.407524398803711,38%
Target_ResNet_18,False,2023,0.360558056640625,87.94
Target_ResNet_18,True,2024,3.6974242706298828,32%
Target_ResNet_18,False,2024,0.36097486267089846,87.92999999999999
Target_ResNet_18,True,2025,3.38431982421875,34%
Target_ResNet_18,False,2025,0.36365272827148437,87.71
Target_ResNet_18,True,2026,3.55284765625,32%
Target_ResNet_18,False,2026,0.36170357360839844,87.8
Target_ResNet_18,True,2027,3.3415418395996093,34%
Target_ResNet_18,False,2027,0.3625045684814453,87.72999999999999
Target_ResNet_18,True,2028,3.4314356536865236,32%
Target_ResNet_18,False,2028,0.36107748107910154,87.83
Target_ResNet_18,True,2029,3.3941089935302733,31%
Target_ResNet_18,False,2029,0.3615033386230469,87.77000000000001
Target_ResNet_18,True,2030,3.26378010559082,33%
Target_ResNet_18,False,2030,0.3588251739501953,87.9
Target_ResNet_18,True,2031,3.333884048461914,34%
Target_ResNet_18,False,2031,0.35767974243164063,87.94
Target_ResNet_18,True,2032,3.3061746673583983,32%
Target_ResNet_18,False,2032,0.3562578857421875,87.96000000000001
Target_ResNet_18,True,2033,3.1598079528808594,34%
Target_ResNet_18,False,2033,0.35552261962890624,88.02
Target_ResNet_18,True,2034,2.9944411087036134,38%
Target_ResNet_18,False,2034,0.3582962982177734,87.92
Target_ResNet_18,True,2035,3.071845458984375,36%
Target_ResNet_18,False,2035,0.35721558227539063,88.0
Target_ResNet_18,True,2036,2.8810113372802735,39%
Target_ResNet_18,False,2036,0.35447322998046876,88.14
Target_ResNet_18,True,2037,3.106498664855957,35%
Target_ResNet_18,False,2037,0.3516263702392578,88.39
Target_ResNet_18,True,2038,3.1058258514404296,32%
Target_ResNet_18,False,2038,0.34871800537109376,88.4
Target_ResNet_18,True,2039,3.0553264541625977,32%
Target_ResNet_18,False,2039,0.34542161254882814,88.4
Target_ResNet_18,True,2040,3.1545995330810546,33%
Target_ResNet_18,False,2040,0.34545799560546875,88.44
Target_ResNet_18,True,2041,3.1594563980102537,34%
Target_ResNet_18,False,2041,0.35099521179199217,88.2
Target_ResNet_18,True,2042,3.283786849975586,33%
Target_ResNet_18,False,2042,0.351175439453125,88.16000000000001
Target_ResNet_18,True,2043,3.233898406982422,32%
Target_ResNet_18,False,2043,0.3500959564208984,88.14
Target_ResNet_18,True,2044,3.2685173034667967,37%
Target_ResNet_18,False,2044,0.350824365234375,88.08
Target_ResNet_18,True,2045,2.7129704132080077,41%
Target_ResNet_18,False,2045,0.3515674530029297,88.07000000000001
Target_ResNet_18,True,2046,2.957702850341797,37%
Target_ResNet_18,False,2046,0.3497785858154297,88.23
Target_ResNet_18,True,2047,3.01751416015625,39%
Target_ResNet_18,False,2047,0.34837456359863284,88.27000000000001
Target_ResNet_18,True,2048,2.7065754470825194,37%
Target_ResNet_18,False,2048,0.34625994567871093,88.31
Target_ResNet_18,True,2049,2.9295840911865234,37%
Target_ResNet_18,False,2049,0.34423626708984373,88.44
Target_ResNet_18,True,2050,3.0990608596801756,34%
Target_ResNet_18,False,2050,0.34623028259277344,88.37
Target_ResNet_18,True,2051,3.142971206665039,30%
Target_ResNet_18,False,2051,0.3504689910888672,88.16000000000001
Target_ResNet_18,True,2052,3.070144142150879,33%
Target_ResNet_18,False,2052,0.34786347045898436,88.26
Target_ResNet_18,True,2053,3.0172125854492187,32%
Target_ResNet_18,False,2053,0.34988229064941406,88.14
Target_ResNet_18,True,2054,3.000829132080078,37%
Target_ResNet_18,False,2054,0.3510335418701172,88.14999999999999
Target_ResNet_18,True,2055,2.9316340408325194,37%
Target_ResNet_18,False,2055,0.3480319549560547,88.27000000000001
Target_ResNet_18,True,2056,2.9250546340942383,36%
Target_ResNet_18,False,2056,0.34790489501953126,88.17
Target_ResNet_18,True,2057,2.807826812744141,39%
Target_ResNet_18,False,2057,0.35047886657714844,88.06
Target_ResNet_18,True,2058,2.8324390411376954,38%
Target_ResNet_18,False,2058,0.3478645751953125,88.14
Target_ResNet_18,True,2059,2.944713333129883,36%
Target_ResNet_18,False,2059,0.3444914703369141,88.35
Target_ResNet_18,True,2060,2.8631141738891603,37%
Target_ResNet_18,False,2060,0.3415017547607422,88.44999999999999
Target_ResNet_18,True,2061,3.03466552734375,34%
Target_ResNet_18,False,2061,0.34305248413085937,88.32
Target_ResNet_18,True,2062,3.0803908081054687,38%
Target_ResNet_18,False,2062,0.3384657165527344,88.58
Target_ResNet_18,True,2063,2.8968447952270506,34%
Target_ResNet_18,False,2063,0.3396069763183594,88.49000000000001
Target_ResNet_18,True,2064,2.755693405151367,39%
Target_ResNet_18,False,2064,0.33714564819335935,88.52
Target_ResNet_18,True,2065,2.978228141784668,36%
Target_ResNet_18,False,2065,0.3397240661621094,88.52
Target_ResNet_18,True,2066,2.7850449600219727,38%
Target_ResNet_18,False,2066,0.3361926086425781,88.74
Target_ResNet_18,True,2067,2.8112533340454102,40%
Target_ResNet_18,False,2067,0.33550728759765625,88.69
Target_ResNet_18,True,2068,2.7113356018066406,38%
Target_ResNet_18,False,2068,0.3395535217285156,88.55
Target_ResNet_18,True,2069,2.5938065414428713,39%
Target_ResNet_18,False,2069,0.33890731201171875,88.6
Target_ResNet_18,True,2070,2.617340545654297,41%
Target_ResNet_18,False,2070,0.33843367919921874,88.62
Target_ResNet_18,True,2071,2.757795845031738,38%
Target_ResNet_18,False,2071,0.3356540954589844,88.68
Target_ResNet_18,True,2072,2.8380415954589844,37%
Target_ResNet_18,False,2072,0.33715317687988283,88.64
Target_ResNet_18,True,2073,2.6430827865600586,41%
Target_ResNet_18,False,2073,0.3358168640136719,88.56
Target_ResNet_18,True,2074,2.5663757705688477,40%
Target_ResNet_18,False,2074,0.33355833740234375,88.71
Target_ResNet_18,True,2075,2.6651974868774415,40%
Target_ResNet_18,False,2075,0.33182389221191405,88.77000000000001
Target_ResNet_18,True,2076,2.5894708251953125,39%
Target_ResNet_18,False,2076,0.3300904998779297,88.78
Target_ResNet_18,True,2077,2.5159218826293945,40%
Target_ResNet_18,False,2077,0.331113671875,88.74
Target_ResNet_18,True,2078,2.661305191040039,39%
Target_ResNet_18,False,2078,0.3320683959960937,88.56
Target_ResNet_18,True,2079,2.557233901977539,39%
Target_ResNet_18,False,2079,0.33209036865234376,88.61
Target_ResNet_18,True,2080,2.640480781555176,40%
Target_ResNet_18,False,2080,0.33184791564941407,88.67
Target_ResNet_18,True,2081,2.5893553314208986,39%
Target_ResNet_18,False,2081,0.3291260986328125,88.79
Target_ResNet_18,True,2082,2.6311336212158203,36%
Target_ResNet_18,False,2082,0.32843360595703125,88.79
Target_ResNet_18,True,2083,2.688844268798828,37%
Target_ResNet_18,False,2083,0.3276212066650391,88.85
Target_ResNet_18,True,2084,2.8656137466430662,35%
Target_ResNet_18,False,2084,0.32880860595703126,88.83
Target_ResNet_18,True,2085,3.0822738418579103,34%
Target_ResNet_18,False,2085,0.3275931060791016,88.9
Target_ResNet_18,True,2086,2.983116928100586,34%
Target_ResNet_18,False,2086,0.32862110900878905,88.83
Target_ResNet_18,True,2087,2.875539894104004,35%
Target_ResNet_18,False,2087,0.3306357177734375,88.75
Target_ResNet_18,True,2088,2.8276422271728516,38%
Target_ResNet_18,False,2088,0.3300516845703125,88.69
Target_ResNet_18,True,2089,2.6018928451538086,37%
Target_ResNet_18,False,2089,0.3324740570068359,88.53999999999999
Target_ResNet_18,True,2090,2.9265296630859376,37%
Target_ResNet_18,False,2090,0.3313114013671875,88.57000000000001
Target_ResNet_18,True,2091,2.6527815475463865,38%
Target_ResNet_18,False,2091,0.32815267944335935,88.81
Target_ResNet_18,True,2092,2.7445159454345704,40%
Target_ResNet_18,False,2092,0.32562429809570315,88.86
Target_ResNet_18,True,2093,2.6432739105224607,40%
Target_ResNet_18,False,2093,0.32529320983886717,88.86
Target_ResNet_18,True,2094,2.5664045486450195,41%
Target_ResNet_18,False,2094,0.32591229553222656,88.91
Target_ResNet_18,True,2095,2.656435699462891,36%
Target_ResNet_18,False,2095,0.3268880432128906,88.86
Target_ResNet_18,True,2096,2.822366859436035,38%
Target_ResNet_18,False,2096,0.3285374938964844,88.84
Target_ResNet_18,True,2097,2.770163543701172,39%
Target_ResNet_18,False,2097,0.32943479919433594,88.71
Target_ResNet_18,True,2098,2.612489570617676,44%
Target_ResNet_18,False,2098,0.32747616577148436,88.8
Target_ResNet_18,True,2099,2.672323860168457,40%
Target_ResNet_18,False,2099,0.32354048767089844,88.78
Target_ResNet_18,True,2100,2.769572006225586,41%
Target_ResNet_18,False,2100,0.3265626708984375,88.86
Target_ResNet_18,True,2101,2.8703141250610353,39%
Target_ResNet_18,False,2101,0.3218828399658203,89.03
Target_ResNet_18,True,2102,2.717920181274414,41%
Target_ResNet_18,False,2102,0.3215254302978516,88.98
Target_ResNet_18,True,2103,2.6995206604003905,41%
Target_ResNet_18,False,2103,0.32494879455566406,88.87
Target_ResNet_18,True,2104,2.6069413833618165,44%
Target_ResNet_18,False,2104,0.3233304443359375,89.08
Target_ResNet_18,True,2105,2.8352957229614257,39%
Target_ResNet_18,False,2105,0.32257363891601565,89.03999999999999
Target_ResNet_18,True,2106,2.703271286010742,41%
Target_ResNet_18,False,2106,0.3236852020263672,89.03999999999999
Target_ResNet_18,True,2107,2.7585381774902342,37%
Target_ResNet_18,False,2107,0.3246148071289062,89.05999999999999
Target_ResNet_18,True,2108,2.693001510620117,38%
Target_ResNet_18,False,2108,0.32924054260253904,88.7
Target_ResNet_18,True,2109,2.7362943267822266,41%
Target_ResNet_18,False,2109,0.3289265075683594,88.73
Target_ResNet_18,True,2110,2.72794548034668,39%
Target_ResNet_18,False,2110,0.32915450744628905,88.7
Target_ResNet_18,True,2111,2.80363565826416,37%
Target_ResNet_18,False,2111,0.3285914489746094,88.7
Target_ResNet_18,True,2112,2.7595537033081055,37%
Target_ResNet_18,False,2112,0.32923564453125,88.74
Target_ResNet_18,True,2113,2.7129976577758788,40%
Target_ResNet_18,False,2113,0.3261435546875,88.92999999999999
Target_ResNet_18,True,2114,2.6163017044067383,39%
Target_ResNet_18,False,2114,0.32318102111816405,88.99000000000001
Target_ResNet_18,True,2115,2.5990614776611327,39%
Target_ResNet_18,False,2115,0.31960511474609377,89.14
Target_ResNet_18,True,2116,2.5053709259033203,41%
Target_ResNet_18,False,2116,0.32217655639648435,88.97
Target_ResNet_18,True,2117,2.597598075866699,38%
Target_ResNet_18,False,2117,0.32270641174316406,88.97
Target_ResNet_18,True,2118,2.589995918273926,39%
Target_ResNet_18,False,2118,0.32238408203125,88.99000000000001
Target_ResNet_18,True,2119,2.574461181640625,40%
Target_ResNet_18,False,2119,0.3190467132568359,89.13
Target_ResNet_18,True,2120,2.5719382476806643,37%
Target_ResNet_18,False,2120,0.3186180816650391,89.16
Target_ResNet_18,True,2121,2.6499408264160156,36%
Target_ResNet_18,False,2121,0.3186205810546875,89.17
Target_ResNet_18,True,2122,2.8253231506347656,35%
Target_ResNet_18,False,2122,0.3164275939941406,89.36
Target_ResNet_18,True,2123,2.7436808090209963,38%
Target_ResNet_18,False,2123,0.31901973876953127,89.14999999999999
Target_ResNet_18,True,2124,2.7346681442260743,37%
Target_ResNet_18,False,2124,0.3203210845947266,89.21
Target_ResNet_18,True,2125,2.6972982635498046,38%
Target_ResNet_18,False,2125,0.3188296661376953,89.24
Target_ResNet_18,True,2126,2.557507377624512,39%
Target_ResNet_18,False,2126,0.31939642028808596,89.23
Target_ResNet_18,True,2127,2.59217529296875,39%
Target_ResNet_18,False,2127,0.32049150390625,89.24
Target_ResNet_18,True,2128,2.7534536209106446,33%
Target_ResNet_18,False,2128,0.32565037841796873,89.05999999999999
Target_ResNet_18,True,2129,2.904753952026367,32%
Target_ResNet_18,False,2129,0.32341838989257815,89.03
Target_ResNet_18,True,2130,2.6982931442260742,32%
Target_ResNet_18,False,2130,0.3219584594726563,89.12
Target_ResNet_18,True,2131,2.7083445281982423,35%
Target_ResNet_18,False,2131,0.32012125854492185,89.25999999999999
Target_ResNet_18,True,2132,2.7648877105712892,34%
Target_ResNet_18,False,2132,0.3175856872558594,89.31
Target_ResNet_18,True,2133,2.8698942642211915,33%
Target_ResNet_18,False,2133,0.31869346923828124,89.37
Target_ResNet_18,True,2134,2.864935028076172,33%
Target_ResNet_18,False,2134,0.31509958801269533,89.56
Target_ResNet_18,True,2135,2.6208056716918944,35%
Target_ResNet_18,False,2135,0.3141675231933594,89.58
Target_ResNet_18,True,2136,2.6322087707519533,36%
Target_ResNet_18,False,2136,0.31326483154296875,89.47
Target_ResNet_18,True,2137,2.717242858886719,32%
Target_ResNet_18,False,2137,0.31364419860839843,89.51
Target_ResNet_18,True,2138,2.6175834426879883,37%
Target_ResNet_18,False,2138,0.3107772613525391,89.68
Target_ResNet_18,True,2139,2.5431464157104493,40%
Target_ResNet_18,False,2139,0.3104879699707031,89.61
Target_ResNet_18,True,2140,2.4086092834472654,36%
Target_ResNet_18,False,2140,0.30931961975097655,89.71000000000001
Target_ResNet_18,True,2141,2.793093544006348,35%
Target_ResNet_18,False,2141,0.3104837585449219,89.60000000000001
Target_ResNet_18,True,2142,2.867254364013672,34%
Target_ResNet_18,False,2142,0.3120664749145508,89.61
Target_ResNet_18,True,2143,2.9380739517211913,30%
Target_ResNet_18,False,2143,0.3130212615966797,89.64999999999999
Target_ResNet_18,True,2144,3.0614136657714845,31%
Target_ResNet_18,False,2144,0.31211495971679687,89.7
Target_ResNet_18,True,2145,2.9574719772338867,32%
Target_ResNet_18,False,2145,0.31310582580566404,89.69
Target_ResNet_18,True,2146,2.668568717956543,34%
Target_ResNet_18,False,2146,0.31119202880859376,89.72
Target_ResNet_18,True,2147,2.8470405502319336,33%
Target_ResNet_18,False,2147,0.31548545227050784,89.45
Target_ResNet_18,True,2148,2.6508794403076172,33%
Target_ResNet_18,False,2148,0.31555302429199217,89.47
Target_ResNet_18,True,2149,2.573970146179199,36%
Target_ResNet_18,False,2149,0.31709773559570315,89.37
Target_ResNet_18,True,2150,2.577983085632324,35%
Target_ResNet_18,False,2150,0.31765689392089846,89.37
Target_ResNet_18,True,2151,2.501320816040039,37%
Target_ResNet_18,False,2151,0.3147262664794922,89.39
Target_ResNet_18,True,2152,2.5399934158325195,38%
Target_ResNet_18,False,2152,0.3165755340576172,89.39
Target_ResNet_18,True,2153,2.532548355102539,35%
Target_ResNet_18,False,2153,0.31579110107421876,89.36
Target_ResNet_18,True,2154,2.5399318084716795,35%
Target_ResNet_18,False,2154,0.3214403076171875,89.11
Target_ResNet_18,True,2155,2.78351594543457,30%
Target_ResNet_18,False,2155,0.32556119079589846,89.01
Target_ResNet_18,True,2156,2.8031666564941404,31%
Target_ResNet_18,False,2156,0.3281704132080078,88.99000000000001
Target_ResNet_18,True,2157,2.918176223754883,30%
Target_ResNet_18,False,2157,0.32585050964355466,88.96
Target_ResNet_18,True,2158,2.7839610595703124,30%
Target_ResNet_18,False,2158,0.3235404052734375,89.14
Target_ResNet_18,True,2159,2.815407127380371,26%
Target_ResNet_18,False,2159,0.3315457489013672,88.71
Target_ResNet_18,True,2160,2.818742660522461,27%
Target_ResNet_18,False,2160,0.3307145202636719,88.82
Target_ResNet_18,True,2161,2.8686714630126953,26%
Target_ResNet_18,False,2161,0.33224048156738284,88.72
Target_ResNet_18,True,2162,2.9395021286010743,26%
Target_ResNet_18,False,2162,0.33368179626464844,88.7
Target_ResNet_18,True,2163,3.0805239181518553,24%
Target_ResNet_18,False,2163,0.33182784423828127,88.77000000000001
Target_ResNet_18,True,2164,3.072758285522461,20%
Target_ResNet_18,False,2164,0.3314696472167969,88.79
Target_ResNet_18,True,2165,3.634247917175293,12%
Target_ResNet_18,False,2165,0.33037410888671875,88.75999999999999
Target_ResNet_18,True,2166,3.536923629760742,11%
Target_ResNet_18,False,2166,0.3254654357910156,89.02
Target_ResNet_18,True,2167,3.444417205810547,15%
Target_ResNet_18,False,2167,0.31997711486816405,89.16
Target_ResNet_18,True,2168,3.5661736755371094,15%
Target_ResNet_18,False,2168,0.31998487243652346,89.05999999999999
Target_ResNet_18,True,2169,3.295916404724121,18%
Target_ResNet_18,False,2169,0.3215001525878906,89.03
Target_ResNet_18,True,2170,3.4704088592529296,18%
Target_ResNet_18,False,2170,0.3200197814941406,89.11
Target_ResNet_18,True,2171,3.46104557800293,16%
Target_ResNet_18,False,2171,0.32104879150390625,89.11
Target_ResNet_18,True,2172,3.102532409667969,22%
Target_ResNet_18,False,2172,0.3198966064453125,89.16
Target_ResNet_18,True,2173,3.341615905761719,20%
Target_ResNet_18,False,2173,0.31542500915527344,89.32
Target_ResNet_18,True,2174,3.2949959106445315,18%
Target_ResNet_18,False,2174,0.3108121063232422,89.49000000000001
Target_ResNet_18,True,2175,3.230428939819336,20%
Target_ResNet_18,False,2175,0.30963487243652343,89.66
Target_ResNet_18,True,2176,2.9955314178466796,20%
Target_ResNet_18,False,2176,0.31238313903808596,89.48
Target_ResNet_18,True,2177,3.0626382904052734,23%
Target_ResNet_18,False,2177,0.3092084167480469,89.58
Target_ResNet_18,True,2178,3.2333999938964846,19%
Target_ResNet_18,False,2178,0.31094654541015626,89.55
Target_ResNet_18,True,2179,3.0854492568969727,23%
Target_ResNet_18,False,2179,0.30894522705078126,89.64999999999999
Target_ResNet_18,True,2180,3.1101623764038084,22%
Target_ResNet_18,False,2180,0.30906274108886717,89.66
Target_ResNet_18,True,2181,3.2000138397216795,23%
Target_ResNet_18,False,2181,0.31127125244140624,89.74
Target_ResNet_18,True,2182,3.0350519409179686,24%
Target_ResNet_18,False,2182,0.3121543792724609,89.57000000000001
Target_ResNet_18,True,2183,3.33204768371582,20%
Target_ResNet_18,False,2183,0.31179125061035157,89.56
Target_ResNet_18,True,2184,3.2549502868652342,21%
Target_ResNet_18,False,2184,0.3100860015869141,89.57000000000001
Target_ResNet_18,True,2185,3.26768896484375,20%
Target_ResNet_18,False,2185,0.3090234344482422,89.66
Target_ResNet_18,True,2186,3.1162795867919924,21%
Target_ResNet_18,False,2186,0.3096846557617188,89.69
Target_ResNet_18,True,2187,2.948815406799316,27%
Target_ResNet_18,False,2187,0.30849043884277344,89.71000000000001
Target_ResNet_18,True,2188,3.1105674133300782,24%
Target_ResNet_18,False,2188,0.31072169189453125,89.61
Target_ResNet_18,True,2189,3.11878955078125,25%
Target_ResNet_18,False,2189,0.3109810974121094,89.55
Target_ResNet_18,True,2190,2.9617559280395507,26%
Target_ResNet_18,False,2190,0.3104673309326172,89.60000000000001
Target_ResNet_18,True,2191,2.943903190612793,23%
Target_ResNet_18,False,2191,0.3116349426269531,89.58
Target_ResNet_18,True,2192,3.0506686096191404,26%
Target_ResNet_18,False,2192,0.3105337188720703,89.69
Target_ResNet_18,True,2193,3.1900350112915037,25%
Target_ResNet_18,False,2193,0.3094916442871094,89.62
Target_ResNet_18,True,2194,3.0306985626220704,23%
Target_ResNet_18,False,2194,0.30994068603515623,89.64999999999999
Target_ResNet_18,True,2195,3.289491989135742,23%
Target_ResNet_18,False,2195,0.30769613647460936,89.69
Target_ResNet_18,True,2196,3.1683487091064455,24%
Target_ResNet_18,False,2196,0.305609423828125,89.84
Target_ResNet_18,True,2197,3.288983528137207,20%
Target_ResNet_18,False,2197,0.3084055908203125,89.79
Target_ResNet_18,True,2198,3.1509276275634766,22%
Target_ResNet_18,False,2198,0.3097490203857422,89.85
Target_ResNet_18,True,2199,3.316470886230469,20%
Target_ResNet_18,False,2199,0.30938528137207033,89.86
Target_ResNet_18,True,2200,3.4924630889892576,16%
Target_ResNet_18,False,2200,0.3080113098144531,89.83
Target_ResNet_18,True,2201,3.5576353912353516,14%
Target_ResNet_18,False,2201,0.3094967987060547,89.72
Target_ResNet_18,True,2202,3.7701995849609373,14%
Target_ResNet_18,False,2202,0.3085900390625,89.86
Target_ResNet_18,True,2203,3.6096317291259767,14%
Target_ResNet_18,False,2203,0.31005196838378907,89.62
Target_ResNet_18,True,2204,3.7582108154296874,14%
Target_ResNet_18,False,2204,0.3108498870849609,89.60000000000001
Target_ResNet_18,True,2205,3.608095001220703,12%
Target_ResNet_18,False,2205,0.3126270538330078,89.66
Target_ResNet_18,True,2206,3.829492904663086,12%
Target_ResNet_18,False,2206,0.3104009399414063,89.64999999999999
Target_ResNet_18,True,2207,3.7776914978027345,15%
Target_ResNet_18,False,2207,0.3116237365722656,89.63
Target_ResNet_18,True,2208,3.479480209350586,15%
Target_ResNet_18,False,2208,0.3134645294189453,89.63
Target_ResNet_18,True,2209,3.6101453094482423,12%
Target_ResNet_18,False,2209,0.3152659362792969,89.53999999999999
Target_ResNet_18,True,2210,3.813445587158203,8%
Target_ResNet_18,False,2210,0.3167840148925781,89.32
Target_ResNet_18,True,2211,3.803204559326172,9%
Target_ResNet_18,False,2211,0.313501806640625,89.58
Target_ResNet_18,True,2212,3.746920135498047,9%
Target_ResNet_18,False,2212,0.3112502685546875,89.64
Target_ResNet_18,True,2213,3.48403271484375,10%
Target_ResNet_18,False,2213,0.30935950622558595,89.71000000000001
Target_ResNet_18,True,2214,3.4339874420166017,14%
Target_ResNet_18,False,2214,0.30964189453125,89.66
Target_ResNet_18,True,2215,3.4730425186157228,14%
Target_ResNet_18,False,2215,0.30999542541503905,89.72
Target_ResNet_18,True,2216,3.507007507324219,14%
Target_ResNet_18,False,2216,0.3117208038330078,89.49000000000001
Target_ResNet_18,True,2217,3.3829698638916015,14%
Target_ResNet_18,False,2217,0.30720439453125,89.77000000000001
Target_ResNet_18,True,2218,3.447212875366211,18%
Target_ResNet_18,False,2218,0.3064178421020508,89.73
Target_ResNet_18,True,2219,3.431050567626953,18%
Target_ResNet_18,False,2219,0.3062865936279297,89.81
Target_ResNet_18,True,2220,3.3172963256835937,20%
Target_ResNet_18,False,2220,0.3058280792236328,89.8
Target_ResNet_18,True,2221,3.143393508911133,20%
Target_ResNet_18,False,2221,0.30341073760986326,89.73
Target_ResNet_18,True,2222,3.2791853103637694,17%
Target_ResNet_18,False,2222,0.3038158966064453,89.78
Target_ResNet_18,True,2223,3.2897709045410157,16%
Target_ResNet_18,False,2223,0.3046825256347656,89.84
Target_ResNet_18,True,2224,3.171337875366211,17%
Target_ResNet_18,False,2224,0.30357740783691406,89.71000000000001
Target_ResNet_18,True,2225,3.210880310058594,17%
Target_ResNet_18,False,2225,0.3035194061279297,89.78
Target_ResNet_18,True,2226,3.2733358764648437,16%
Target_ResNet_18,False,2226,0.3053013641357422,89.69
Target_ResNet_18,True,2227,3.426432929992676,14%
Target_ResNet_18,False,2227,0.30720390014648435,89.7
Target_ResNet_18,True,2228,3.468132858276367,16%
Target_ResNet_18,False,2228,0.30288966064453127,89.78
Target_ResNet_18,True,2229,3.3765406341552735,14%
Target_ResNet_18,False,2229,0.3040723602294922,89.79
Target_ResNet_18,True,2230,3.539143966674805,14%
Target_ResNet_18,False,2230,0.30381646728515627,89.84
Target_ResNet_18,True,2231,3.1556682052612306,18%
Target_ResNet_18,False,2231,0.3069268768310547,89.71000000000001
Target_ResNet_18,True,2232,3.214790557861328,17%
Target_ResNet_18,False,2232,0.30449678649902345,89.86
Target_ResNet_18,True,2233,3.3240411224365234,16%
Target_ResNet_18,False,2233,0.3038413330078125,89.9
Target_ResNet_18,True,2234,3.389618316650391,16%
Target_ResNet_18,False,2234,0.3049036346435547,89.83
Target_ResNet_18,True,2235,3.061029136657715,21%
Target_ResNet_18,False,2235,0.3026646499633789,89.92999999999999
Target_ResNet_18,True,2236,3.1472543334960936,17%
